Company,Series  ,Date  ,Prev Close  ,Open,High,Low,Last Price  ,Close,Average Price ,Volume,Turnover ₹  ,No. of Trades  ,Deliverable Qty  ,% Dly Qt to Traded Qty  
TCS,EQ,14-11-2024,4150.35,4135,4160,4116.45,4148,4145.9,4142.32,1825432,7561531480,165379,1122028,61.47
TCS,EQ,18-11-2024,4145.9,4213,4213,3990.2,4017.15,4019.5,4071.97,3313944,13494296960,178320,1893074,57.12
TCS,EQ,19-11-2024,4019.5,4019.9,4132.15,4014.1,4042,4039.55,4080.53,1776233,7247968688,133137,1042954,58.72
TCS,EQ,21-11-2024,4039.55,4044.9,4092.45,4024,4068,4072.85,4058.28,2384347,9676346996,158009,1367616,57.36
TCS,EQ,22-11-2024,4072.85,4071,4254.95,4054,4221.95,4244.6,4186.15,3096553,12962640957,163715,1848709,59.7
TCS,EQ,25-11-2024,4244.6,4280,4328.1,4252.2,4320,4315.1,4303.42,4052167,17438178815,154060,2898609,71.53
TCS,EQ,26-11-2024,4315.1,4321.05,4366.6,4310,4351,4352.7,4337.42,2060669,8937980540,156578,1404367,68.15
TCS,EQ,27-11-2024,4352.7,4358.95,4377.4,4324.05,4332.95,4332.55,4348.89,1558993,6779887252,118269,948396,60.83
TCS,EQ,28-11-2024,4332.55,4319,4339.95,4233,4250.8,4244.9,4265.99,2558544,10914733803,165049,1539671,60.18
TCS,EQ,29-11-2024,4244.9,4220,4298.7,4195.65,4266,4270.85,4262.53,2017425,8599333668,133480,1206191,59.79
TCS,EQ,02-12-2024,4270.85,4270,4288.2,4230.05,4268.85,4276.65,4267.97,1670944,7131539608,158372,1114673,66.71
TCS,EQ,03-12-2024,4276.65,4314.35,4325,4265.45,4303,4302.75,4298.86,2010905,8644599155,144243,1314577,65.37
TCS,EQ,04-12-2024,4302.75,4313.55,4386.95,4289.05,4342,4354.4,4360.32,3302642,14400589848,217385,2223011,67.31
TCS,EQ,05-12-2024,4354.4,4400.8,4489,4360,4455.15,4464.05,4430.75,3746747,16600910836,260982,1901325,50.75
TCS,EQ,06-12-2024,4464.05,4453,4465,4412.75,4444.15,4445.5,4439.27,1842087,8177521135,138417,1145887,62.21
TCS,EQ,09-12-2024,4445.5,4430.45,4469.4,4415.55,4445.6,4452.15,4446.54,2066639,9189399352,127439,1501391,72.65
TCS,EQ,10-12-2024,4452.15,4426.15,4493.8,4412.1,4437.8,4432.55,4440.97,2087828,9271971918,142478,1219085,58.39
TCS,EQ,11-12-2024,4432.55,4431.85,4448.65,4407,4423,4427.45,4425.28,1635256,7236472507,108588,1005439,61.49
TCS,EQ,12-12-2024,4427.45,4430.05,4485,4426,4460,4454.95,4461.52,1914642,8542215590,149188,1047595,54.71
TCS,EQ,13-12-2024,4454.95,4434.95,4494.9,4394.4,4474.9,4473.9,4457.63,1967048,8768379842,153642,1069246,54.36
TCS,EQ,16-12-2024,4473.9,4459,4475,4397,4416,4415.2,4425.19,1646224,7284853956,132903,949508,57.68
TCS,EQ,17-12-2024,4415.2,4410,4432.95,4318,4322.7,4328.5,4346.26,3225027,14016805137,172049,2249458,69.75
TCS,EQ,18-12-2024,4328.5,4311.7,4362,4289.6,4355.65,4347.85,4333.96,1575404,6827736370,106590,908340,57.66
TCS,EQ,19-12-2024,4347.85,4282,4364,4262,4281,4271.9,4302.28,3015763,12974663427,217876,1901387,63.05
